人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
000809,"宮原 晃一郎",045163,"賢い秀雄さんの話",新字旧仮名,"","tatsuki","鈴木厚司",公開,2006-01-18,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",045166,"熊捕り競争",新字旧仮名,"","tatsuki","鈴木厚司",公開,2006-04-14,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",045155,"孝行鶉の話",新字旧仮名,"","tatsuki","鈴木厚司",公開,2005-09-15,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",045161,"幸坊の猫と鶏",新字旧仮名,"","tatsuki","鈴木厚司",公開,2006-01-18,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",042761,"子良の昇天",新字旧仮名,"","鈴木厚司","noriko saito",公開,2004-09-15,"日本児童文学大系　第一一巻　楠山正雄　沖野岩三郎　宮原晃一郎集","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",043013,"スカンヂナヴィア文学概観",旧字旧仮名,"","鈴木厚司","土屋隆",公開,2008-04-15,"北歐の散策","生活社","1943（昭和18）年3月20日","1943（昭和18）年3月20日　"
000809,"宮原 晃一郎",042757,"虹猫と木精",新字旧仮名,"","鈴木厚司","noriko saito",公開,2004-09-13,"日本児童文学大系　第一一巻　楠山正雄　沖野岩三郎　宮原晃一郎集","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",042758,"虹猫の大女退治",新字旧仮名,"","鈴木厚司","noriko saito",公開,2004-09-13,"日本児童文学大系　第一一巻　楠山正雄　沖野岩三郎　宮原晃一郎集","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",042759,"虹猫の話",新字旧仮名,"","鈴木厚司","noriko saito",公開,2004-09-13,"日本児童文学大系　第一一巻　楠山正雄　沖野岩三郎　宮原晃一郎集","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",045162,"鳩の鳴く時計",新字旧仮名,"","tatsuki","鈴木厚司",公開,2006-01-18,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",045154,"拾うた冠",新字旧仮名,"","tatsuki","鈴木厚司",公開,2005-09-15,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",045167,"風変りな決闘",新字旧仮名,"","tatsuki","鈴木厚司",公開,2006-04-14,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",045158,"蛇いちご",新字旧仮名,"","tatsuki","鈴木厚司",公開,2005-09-17,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",045160,"豆小僧の冒険",新字旧仮名,"","tatsuki","鈴木厚司",公開,2005-09-17,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",003044,"椰子蟹",新字新仮名,"","林幸雄","鈴木厚司",公開,2001-08-27,"赤い鳥傑作集","新潮文庫、新潮社","1989（平成元）年10月15日48刷",""
000809,"宮原 晃一郎",045156,"夢の国",新字旧仮名,"","tatsuki","鈴木厚司",公開,2006-01-18,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",042763,"ラマ塔の秘密",新字旧仮名,"","鈴木厚司","noriko saito",公開,2004-09-15,"日本児童文学大系　第一一巻　楠山正雄　沖野岩三郎　宮原晃一郎集","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",045157,"竜宮の犬",新字旧仮名,"","tatsuki","鈴木厚司",公開,2005-09-15,"日本児童文学大系　第一一巻","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",042762,"漁師の冒険",新字旧仮名,"","鈴木厚司","noriko saito",公開,2004-09-15,"日本児童文学大系　第一一巻　楠山正雄　沖野岩三郎　宮原晃一郎集","ほるぷ出版","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷"
000809,"宮原 晃一郎",043615,"鷲の巣",旧字旧仮名,"宮原 晃一郎","鈴木厚司","土屋隆",公開,2008-04-19,"北歐近代短篇集","白水社","1939（昭和14）年6月30日","1939（昭和14）年6月30日"
000311,"宮本 百合子",004027,"愛",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-27,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002776,"「愛怨峡」における映画的表現の問題",新字新仮名,"","柴田卓治","米田進",公開,2003-03-01,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003250,"合図の旗",新字新仮名,"","柴田卓治","米田進",公開,2003-09-14,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002913,"「愛と死」",新字新仮名,"","柴田卓治","松永正敏",公開,2003-04-17,"宮本百合子全集　第十二巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003852,"愛と平和を理想とする人間生活",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-18,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003074,"愛は神秘な修道場",新字新仮名,"","柴田卓治","米田進",公開,2003-07-03,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",004009,"青田は果なし",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-21,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",001978,"赤い貨車",新字新仮名,"","柴田卓治","松永正敏",公開,2002-05-07,"宮本百合子全集　第四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",001969,"明るい海浜",新字新仮名,"","柴田卓治","米田進",公開,2002-10-27,"宮本百合子全集　第三巻","新日本出版社","1986（昭和61）年3月20日第5刷","1982（昭和57）年2月15日第3刷"
000311,"宮本 百合子",002755,"明るい工場",新字新仮名,"","柴田卓治","米田進",公開,2002-12-05,"宮本百合子全集　第九巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",007921,"秋風",新字新仮名,"","柴田卓治","土屋隆",公開,2009-03-30,"宮本百合子全集　第二十九巻","新日本出版社","1986（昭和61）年3月20日第5刷","1986（昭和61）年3月20日第5刷　"
000311,"宮本 百合子",016015,"秋霧",新字新仮名,"","柴田卓治","土屋隆",公開,2008-03-27,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",007922,"秋毛",新字新仮名,"","柴田卓治","土屋隆",公開,2009-03-30,"宮本百合子全集　第二十九巻","新日本出版社","1986（昭和61）年3月20日第5刷","1986（昭和61）年3月20日第5刷　"
000311,"宮本 百合子",015963,"秋の反射",新字新仮名,"","柴田卓治","土屋隆",公開,2007-10-02,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",007931,"秋の夜",新字新仮名,"","柴田卓治","土屋隆",公開,2009-03-30,"宮本百合子全集　第二十九巻","新日本出版社","1986（昭和61）年3月20日第5刷","1986（昭和61）年3月20日第5刷　"
000311,"宮本 百合子",002008,"朝の風",新字新仮名,"","柴田卓治","原田頌子",公開,2002-06-05,"宮本百合子全集　第五巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",004011,"朝の話",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-21,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003982,"旭川から 小熊秀雄氏の印象",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-15,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",015944,"葦笛（一幕）",新字新仮名,"","柴田卓治","土屋隆",公開,2009-11-24,"宮本百合子全集　第二十八巻（習作一）","新日本出版社","1986（昭和61）年3月20日第6刷","1986（昭和61）年3月20日第6刷　"
000311,"宮本 百合子",002968,"明日咲く花",新字新仮名,"","柴田卓治","米田進",公開,2003-05-06,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002792,"明日の言葉 ルポルタージュの問題",新字新仮名,"","柴田卓治","米田進",公開,2003-03-01,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003182,"明日の実力の為に",新字新仮名,"","柴田卓治","米田進",公開,2003-08-05,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002972,"明日の知性",新字新仮名,"","柴田卓治","米田進",公開,2003-05-08,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003429,"明日への新聞",新字新仮名,"","柴田卓治","磐余彦",公開,2003-10-18,"宮本百合子全集　第十六巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003305,"明日を創る 婦人民主クラブ発起人のことば",新字新仮名,"","柴田卓治","米田進",公開,2003-09-29,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003271,"明日をつくる力",新字新仮名,"","柴田卓治","米田進",公開,2003-09-20,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003495,"新しいアカデミアを 旧き大学の功罪",新字新仮名,"","柴田卓治","磐余彦",公開,2003-10-30,"宮本百合子全集　第十六巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003293,"新しいアジアのために アジア婦人大会によせて",新字新仮名,"","柴田卓治","米田進",公開,2003-09-26,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003159,"新しい一夫一婦",新字新仮名,"","柴田卓治","米田進",公開,2003-07-30,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003465,"新しい潮",新字新仮名,"","柴田卓治","磐余彦",公開,2003-10-24,"宮本百合子全集　第十六巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003257,"新しい躾",新字新仮名,"","柴田卓治","米田進",公開,2003-09-17,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003279,"新しい卒業生の皆さんへ",新字新仮名,"","柴田卓治","米田進",公開,2003-09-23,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003480,"新しい抵抗について",新字新仮名,"","柴田卓治","磐余彦",公開,2003-10-28,"宮本百合子全集　第十六巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003123,"新しい美をつくる心",新字新仮名,"","柴田卓治","米田進",公開,2003-07-18,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003096,"新しい婦人の職場と任務 明日の婦人へ",新字新仮名,"","柴田卓治","米田進",公開,2003-07-09,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003107,"新しい船出 女らしさの昨日、今日、明日",新字新仮名,"","柴田卓治","米田進",公開,2003-07-15,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002986,"新しい文学の誕生 若い人に贈る",新字新仮名,"","柴田卓治","米田進",公開,2003-05-14,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002728,"新しきシベリアを横切る",新字新仮名,"","柴田卓治","米田進",公開,2002-11-12,"宮本百合子全集　第九巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003188,"新しき大地",新字新仮名,"","柴田卓治","米田進",公開,2003-08-08,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",004050,"「あたりまえ」の一人の主婦",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-30,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",004002,"熱き茶色",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-21,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",004116,"あとがき（『朝の風』）",新字新仮名,"","柴田卓治","磐余彦",公開,2004-04-11,"宮本百合子全集　第十八巻","新日本出版社","1986（昭和61）年3月20日第2版第1刷",""
